Sr.,Year,Institute,Program,Duration,Degree,Category,Pool,Opening,Closing
2106,2022,IIT-Ropar,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN,Gender-Neutral,11728,13034
2107,2022,IIT-Ropar,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN,Female-Only,17005,20128
2108,2022,IIT-Ropar,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,2086,2107
2109,2022,IIT-Ropar,Metallurgical and Materials Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,4576,5084
2110,2022,IIT-Ropar,Metallurgical and Materials Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,8766,8766
2111,2022,IIT-Ropar,Metallurgical and Materials Engineering,4 Years,B.Tech,SC,Gender-Neutral,2430,2549
2112,2022,IIT-Ropar,Metallurgical and Materials Engineering,4 Years,B.Tech,SC,Female-Only,3344,3344
2113,2022,IIT-Ropar,Metallurgical and Materials Engineering,4 Years,B.Tech,ST,Gender-Neutral,1099,1270
2114,2022,IIT-Ropar,Metallurgical and Materials Engineering,4 Years,B.Tech,ST,Female-Only,173 - P,173 - P
2115,2022,IIT-(BHU) Varanasi,Architecture,5 Years,B.Arch,GEN,Gender-Neutral,17986,19296
2116,2022,IIT-(BHU) Varanasi,Architecture,5 Years,B.Arch,GEN,Female-Only,27292,27425
2117,2022,IIT-(BHU) Varanasi,Architecture,5 Years,B.Arch,GEN-EWS,Gender-Neutral,2999,3181
2118,2022,IIT-(BHU) Varanasi,Architecture,5 Years,B.Arch,OBC-NCL,Gender-Neutral,6098,6554
2119,2022,IIT-(BHU) Varanasi,Architecture,5 Years,B.Arch,SC,Gender-Neutral,3250,3316
2120,2022,IIT-(BHU) Varanasi,Architecture,5 Years,B.Arch,SC,Female-Only,4348,4348
2121,2022,IIT-(BHU) Varanasi,Architecture,5 Years,B.Arch,ST,Gender-Neutral,1347,1441
2122,2022,IIT-(BHU) Varanasi,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,10896,13885
2123,2022,IIT-(BHU) Varanasi,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,20756,21747
2124,2022,IIT-(BHU) Varanasi,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,2147,2254
2125,2022,IIT-(BHU) Varanasi,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,4724,5248
2126,2022,IIT-(BHU) Varanasi,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Female-Only,9170,9170
2127,2022,IIT-(BHU) Varanasi,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,2386,2802
2128,2022,IIT-(BHU) Varanasi,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,3708,3708
2129,2022,IIT-(BHU) Varanasi,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,1310,1351
2130,2022,IIT-(BHU) Varanasi,Bioengineering with M.Tech in Biomedical Technology,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,11372,13157
2131,2022,IIT-(BHU) Varanasi,Bioengineering with M.Tech in Biomedical Technology,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,18044,21195
2132,2022,IIT-(BHU) Varanasi,Bioengineering with M.Tech in Biomedical Technology,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,2174,2222
2133,2022,IIT-(BHU) Varanasi,Bioengineering with M.Tech in Biomedical Technology,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,4186,4876
2134,2022,IIT-(BHU) Varanasi,Bioengineering with M.Tech in Biomedical Technology,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,2821,2858
2135,2022,IIT-(BHU) Varanasi,Bioengineering with M.Tech in Biomedical Technology,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,3847,3847
2136,2022,IIT-(BHU) Varanasi,Bioengineering with M.Tech in Biomedical Technology,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,1394,1394
2137,2022,IIT-(BHU) Varanasi,Ceramic Engineering,4 Years,B.Tech,GEN,Gender-Neutral,10427,13109
2138,2022,IIT-(BHU) Varanasi,Ceramic Engineering,4 Years,B.Tech,GEN,Female-Only,19431,21128
2139,2022,IIT-(BHU) Varanasi,Ceramic Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1808,2119
2140,2022,IIT-(BHU) Varanasi,Ceramic Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,3509,3509
2141,2022,IIT-(BHU) Varanasi,Ceramic Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,3710,4837
2142,2022,IIT-(BHU) Varanasi,Ceramic Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,8362,9198
2143,2022,IIT-(BHU) Varanasi,Ceramic Engineering,4 Years,B.Tech,SC,Gender-Neutral,2598,2893
2144,2022,IIT-(BHU) Varanasi,Ceramic Engineering,4 Years,B.Tech,SC,Female-Only,3622,3795
2145,2022,IIT-(BHU) Varanasi,Ceramic Engineering,4 Years,B.Tech,ST,Gender-Neutral,1281,1376
2146,2022,IIT-(BHU) Varanasi,Ceramic Engineering,4 Years,B.Tech,ST,Female-Only,1554,1554
2147,2022,IIT-(BHU) Varanasi,Ceramic Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,14555,15213
2148,2022,IIT-(BHU) Varanasi,Ceramic Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,21556,23106
2149,2022,IIT-(BHU) Varanasi,Ceramic Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,2295,2357
2150,2022,IIT-(BHU) Varanasi,Ceramic Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,4930,5353
2151,2022,IIT-Ropar,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,5831,7182
2152,2022,IIT-Ropar,Mechanical Engineering,4 Years,B.Tech,SC,Gender-Neutral,1745,1933
2153,2022,IIT-(BHU) Varanasi,Ceramic Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,1485,1485
2154,2022,IIT-(BHU) Varanasi,Chemical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,6345,8343
2155,2022,IIT-(BHU) Varanasi,Chemical Engineering,4 Years,B.Tech,GEN,Female-Only,10421,14690
2156,2022,IIT-(BHU) Varanasi,Chemical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1090,1389
2157,2022,IIT-(BHU) Varanasi,Chemical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,2289,2561
2158,2022,IIT-(BHU) Varanasi,Chemical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,2790,3382
2159,2022,IIT-(BHU) Varanasi,Chemical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,4366,6701
2160,2022,IIT-(BHU) Varanasi,Chemical Engineering,4 Years,B.Tech,SC,Gender-Neutral,1430,1982
2161,2022,IIT-(BHU) Varanasi,Chemical Engineering,4 Years,B.Tech,SC,Female-Only,2501,2765
2162,2022,IIT-(BHU) Varanasi,Chemical Engineering,4 Years,B.Tech,ST,Gender-Neutral,890,1000
2163,2022,IIT-(BHU) Varanasi,Chemical Engineering,4 Years,B.Tech,ST,Female-Only,1304,1402
2164,2022,IIT-(BHU) Varanasi,Civil Engineering,4 Years,B.Tech,GEN,Gender-Neutral,7324,9867
2165,2022,IIT-(BHU) Varanasi,Civil Engineering,4 Years,B.Tech,GEN,Female-Only,14686,16006
2166,2022,IIT-(BHU) Varanasi,Civil Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1357,1529
2167,2022,IIT-(BHU) Varanasi,Civil Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,2966,2984
2168,2022,IIT-(BHU) Varanasi,Civil Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,2928,3538
2169,2022,IIT-(BHU) Varanasi,Civil Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,6455,7480
2170,2022,IIT-(BHU) Varanasi,Civil Engineering,4 Years,B.Tech,SC,Gender-Neutral,1494,1917
2171,2022,IIT-(BHU) Varanasi,Civil Engineering,4 Years,B.Tech,SC,Female-Only,2528,2811
2172,2022,IIT-(BHU) Varanasi,Civil Engineering,4 Years,B.Tech,ST,Gender-Neutral,435,670
2173,2022,IIT-(BHU) Varanasi,Civil Engineering,4 Years,B.Tech,ST,Female-Only,989,1096
2174,2022,IIT-(BHU) Varanasi,Civil Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,9320,11085
2175,2022,IIT-(BHU) Varanasi,Civil Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,17458,18095
2176,2022,IIT-(BHU) Varanasi,Civil Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,1491,1572
2177,2022,IIT-(BHU) Varanasi,Civil Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Female-Only,3402,3402
2178,2022,IIT-(BHU) Varanasi,Civil Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,3437,3643
2179,2022,IIT-(BHU) Varanasi,Civil Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Female-Only,7799,7823
2180,2022,IIT-Guwahati,Civil Engineering,4 Years,B.Tech,GEN,Female-Only,13280,15280
2181,2022,IIT-(BHU) Varanasi,Civil Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,1648,2009
2182,2022,IIT-(BHU) Varanasi,Civil Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,3159,3159
2183,2022,IIT-(BHU) Varanasi,Civil Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,798,842
2184,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,4 Years,B.Tech,GEN,Gender-Neutral,426,897
2185,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,4 Years,B.Tech,GEN,Female-Only,1767,2309
2186,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,50,51
2187,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,106,125
2188,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,278,300
2189,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,218,389
2190,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,711,777
2191,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL-PWD,Gender-Neutral,13,13
2192,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,4 Years,B.Tech,SC,Gender-Neutral,128,218
2193,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,4 Years,B.Tech,SC,Female-Only,476,568
2194,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,4 Years,B.Tech,ST,Gender-Neutral,76,121
2195,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,4 Years,B.Tech,ST,Female-Only,228,228
2196,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,1075,1318
2197,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,2829,2983
2198,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,165,166
2199,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Female-Only,544,544
2200,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,409,591
2201,2022,IIT-(BHU) Varanasi,Ceramic Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,2405,2863
2202,2022,IIT-(BHU) Varanasi,Ceramic Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,3991,3991
2203,2022,IIT-(BHU) Varanasi,Ceramic Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,1485,1485
2204,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,928,928
2205,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,138,161
2206,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Female-Only,353,353
2207,2022,IIT-(BHU) Varanasi,Electrical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,3158,3706
2208,2022,IIT-(BHU) Varanasi,Electrical Engineering,4 Years,B.Tech,GEN,Female-Only,6440,7103
2209,2022,IIT-(BHU) Varanasi,Electrical Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,51 - P,51 - P
2210,2022,IIT-(BHU) Varanasi,Electrical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,477,575
2211,2022,IIT-(BHU) Varanasi,Electrical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,1067,1185
2212,2022,IIT-(BHU) Varanasi,Electrical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,1162,1538
2213,2022,IIT-(BHU) Varanasi,Electrical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,3592,3972
2214,2022,IIT-(BHU) Varanasi,Electrical Engineering,4 Years,B.Tech,SC,Gender-Neutral,651,945
2215,2022,IIT-(BHU) Varanasi,Electrical Engineering,4 Years,B.Tech,SC,Female-Only,1434,2017
2216,2022,IIT-(BHU) Varanasi,Electrical Engineering,4 Years,B.Tech,ST,Gender-Neutral,339,521
2217,2022,IIT-(BHU) Varanasi,Electrical Engineering,4 Years,B.Tech,ST,Female-Only,578,796
2218,2022,IIT-(BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,3986,5408
2219,2022,IIT-(BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,7523,7867
2220,2022,IIT-(BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,664,699
2221,2022,IIT-(BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Female-Only,1685,1685
2222,2022,IIT-(BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,1604,1798
2223,2022,IIT-(BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Female-Only,5041,5231
2224,2022,IIT-(BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,993,1094
2225,2022,IIT-(BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,2239,2239
2226,2022,IIT-(BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,535,535
2227,2022,IIT-(BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,5 Years,B.Tech + M.Tech (IDD),ST,Female-Only,1056,1056
2228,2022,IIT-(BHU) Varanasi,Electronics Engineering,4 Years,B.Tech,GEN,Gender-Neutral,1918,3128
2229,2022,IIT-(BHU) Varanasi,Electronics Engineering,4 Years,B.Tech,GEN,Female-Only,5240,6289
2230,2022,IIT-(BHU) Varanasi,Electronics Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,67,2
2231,2022,IIT-(BHU) Varanasi,Electronics Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,368,453
2232,2022,IIT-(BHU) Varanasi,Electronics Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,896,948
2233,2022,IIT-(BHU) Varanasi,Electronics Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,670,1274
2234,2022,IIT-(BHU) Varanasi,Electronics Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,2486,3481
2235,2022,IIT-(BHU) Varanasi,Electronics Engineering,4 Years,B.Tech,SC,Gender-Neutral,539,807
2236,2022,IIT-(BHU) Varanasi,Electronics Engineering,4 Years,B.Tech,SC,Female-Only,1377,1774
2237,2022,IIT-(BHU) Varanasi,Electronics Engineering,4 Years,B.Tech,ST,Gender-Neutral,341,461
2238,2022,IIT-(BHU) Varanasi,Electronics Engineering,4 Years,B.Tech,ST,Female-Only,679,840
2239,2022,IIT-(BHU) Varanasi,Engineering Physics,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,6450,8711
2240,2022,IIT-(BHU) Varanasi,Engineering Physics,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,12085,15957
2241,2022,IIT-(BHU) Varanasi,Engineering Physics,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,1424,1593
2242,2022,IIT-(BHU) Varanasi,Engineering Physics,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Female-Only,3024,3024
2243,2022,IIT-(BHU) Varanasi,Engineering Physics,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,3345,3981
2244,2022,IIT-(BHU) Varanasi,Engineering Physics,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Female-Only,7256,7256
2245,2022,IIT-(BHU) Varanasi,Engineering Physics,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,1977,2415
2246,2022,IIT-(BHU) Varanasi,Engineering Physics,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,3706,3706
2247,2022,IIT-(BHU) Varanasi,Engineering Physics,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,1157,1167
2248,2022,IIT-(BHU) Varanasi,Industrial Chemistry,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,10471,13456
2249,2022,IIT-(BHU) Varanasi,Industrial Chemistry,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,21161,22135
2250,2022,IIT-(BHU) Varanasi,Industrial Chemistry,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,2288,2343
2251,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Female-Only,1224,1440
2252,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL-PWD,Gender-Neutral,36,36
2253,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,242,279
2254,2022,IIT-(BHU) Varanasi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,1459,1502
2255,2022,IIT-(BHU) Varanasi,Materials Science and Technology,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,11017,13359
2256,2022,IIT-(BHU) Varanasi,Materials Science and Technology,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,20398,20893
2257,2022,IIT-(BHU) Varanasi,Materials Science and Technology,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,1911,1920
2258,2022,IIT-(BHU) Varanasi,Materials Science and Technology,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Female-Only,3817,3817
2259,2022,IIT-(BHU) Varanasi,Materials Science and Technology,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,4552,5077
2260,2022,IIT-(BHU) Varanasi,Materials Science and Technology,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,2595,2696
2261,2022,IIT-(BHU) Varanasi,Materials Science and Technology,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,3860,3878
2262,2022,IIT-(BHU) Varanasi,Materials Science and Technology,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,1321,1321
2263,2022,IIT-(BHU) Varanasi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,1649,2369
2264,2022,IIT-(BHU) Varanasi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,3132,4314
2265,2022,IIT-(BHU) Varanasi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),GEN-PWD,Gender-Neutral,13 - P,13 - P
2266,2022,IIT-(BHU) Varanasi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,302,349
2267,2022,IIT-(BHU) Varanasi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Female-Only,868,868
2268,2022,IIT-(BHU) Varanasi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,602,1080
2269,2022,IIT-(BHU) Varanasi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Female-Only,2657,2976
2270,2022,IIT-(BHU) Varanasi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,385,759
2271,2022,IIT-(BHU) Varanasi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,1212,1212
2272,2022,IIT-(BHU) Varanasi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,332,566
2273,2022,IIT-(BHU) Varanasi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),ST,Female-Only,701,701
2274,2022,IIT-(BHU) Varanasi,Mechanical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,4375,7083
2275,2022,IIT-(BHU) Varanasi,Mechanical Engineering,4 Years,B.Tech,GEN,Female-Only,12234,13852
2276,2022,IIT-(BHU) Varanasi,Mechanical Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,193 - P,193 - P
2277,2022,IIT-(BHU) Varanasi,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,965,1184
2278,2022,IIT-(BHU) Varanasi,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,2458,2497
2279,2022,IIT-(BHU) Varanasi,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,1966,2726
2280,2022,IIT-(BHU) Varanasi,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,5654,6195
2281,2022,IIT-(BHU) Varanasi,Mechanical Engineering,4 Years,B.Tech,SC,Gender-Neutral,1079,1670
2282,2022,IIT-(BHU) Varanasi,Mechanical Engineering,4 Years,B.Tech,SC,Female-Only,2553,2772
2283,2022,IIT-(BHU) Varanasi,Mechanical Engineering,4 Years,B.Tech,ST,Gender-Neutral,538,820
2284,2022,IIT-(BHU) Varanasi,Mechanical Engineering,4 Years,B.Tech,ST,Female-Only,1171,1259
2285,2022,IIT-(BHU) Varanasi,Mechanical Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,6951,7912
2286,2022,IIT-(BHU) Varanasi,Mechanical Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,14324,14576
2287,2022,IIT-(BHU) Varanasi,Mechanical Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,1236,1414
2288,2022,IIT-(BHU) Varanasi,Mechanical Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Female-Only,2623,2623
2289,2022,IIT-(BHU) Varanasi,Mechanical Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,2845,3057
2290,2022,IIT-(BHU) Varanasi,Mechanical Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Female-Only,4565,6905
2291,2022,IIT-(BHU) Varanasi,Mechanical Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,1561,1673
2292,2022,IIT-(BHU) Varanasi,Mechanical Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,884,927
2293,2022,IIT-(BHU) Varanasi,Mechanical Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Female-Only,1375,1375
2294,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,8222,11057
2295,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,4 Years,B.Tech,GEN,Female-Only,13719,18033
2296,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1554,1725
2297,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,3209,3335
2298,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,3401,3969
2299,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,6927,7882
2300,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,4 Years,B.Tech,SC,Gender-Neutral,2026,2380
2301,2022,IIT-(BHU) Varanasi,Industrial Chemistry,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,4514,5137
2302,2022,IIT-(BHU) Varanasi,Industrial Chemistry,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,2809,2859
2303,2022,IIT-(BHU) Varanasi,Industrial Chemistry,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,3579,3579
2304,2022,IIT-(BHU) Varanasi,Industrial Chemistry,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,10833,12522
2305,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,19197,20023
2306,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,1893,1945
2307,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Female-Only,3511,3511
2308,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,4074,4542
2309,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Female-Only,9152,9152
2310,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,2363,2472
2311,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,3616,3616
2312,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,1289,1322
